Hour_0,biomass_1,conventional_hydroelectric_2,conventional_steam_coal_3,hydroelectric_pumped_storage_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,nuclear_9,onshore_wind_turbine_10,small_hydroelectric_11,solar_photovoltaic_12,biomass_13,conventional_hydroelectric_14,conventional_steam_coal_15,hydroelectric_pumped_storage_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combustion_turbine_19,natural_gas_fired_combustion_turbine_20,natural_gas_steam_turbine_21,natural_gas_steam_turbine_22,onshore_wind_turbine_23,small_hydroelectric_24,solar_photovoltaic_25,biomass_26,conventional_hydroelectric_27,geothermal_28,natural_gas_fired_combined_cycle_29,natural_gas_fired_combustion_turbine_30,onshore_wind_turbine_31,small_hydroelectric_32,solar_photovoltaic_33,biomass_34,conventional_hydroelectric_35,conventional_steam_coal_36,natural_gas_fired_combustion_turbine_37,onshore_wind_turbine_38,small_hydroelectric_39,biomass_40,conventional_steam_coal_41,geothermal_42,natural_gas_fired_combined_cycle_43,natural_gas_fired_combined_cycle_44,natural_gas_fired_combined_cycle_45,natural_gas_fired_combustion_turbine_46,natural_gas_fired_combustion_turbine_47,natural_gas_steam_turbine_48,natural_gas_steam_turbine_49,onshore_wind_turbine_50,small_hydroelectric_51,solar_photovoltaic_52,biomass_53,conventional_hydroelectric_54,conventional_steam_coal_55,geothermal_56,natural_gas_fired_combined_cycle_57,natural_gas_fired_combined_cycle_58,natural_gas_fired_combined_cycle_59,natural_gas_fired_combustion_turbine_60,natural_gas_fired_combustion_turbine_61,natural_gas_steam_turbine_62,onshore_wind_turbine_63,small_hydroelectric_64,solar_photovoltaic_65,biomass_66,conventional_hydroelectric_67,geothermal_68,hydroelectric_pumped_storage_69,natural_gas_fired_combined_cycle_70,natural_gas_fired_combined_cycle_71,natural_gas_fired_combined_cycle_72,natural_gas_fired_combined_cycle_73,natural_gas_fired_combustion_turbine_74,natural_gas_fired_combustion_turbine_75,natural_gas_fired_combustion_turbine_76,natural_gas_fired_combustion_turbine_77,natural_gas_fired_combustion_turbine_78,nuclear_79,onshore_wind_turbine_80,small_hydroelectric_81,solar_photovoltaic_82,biomass_83,conventional_hydroelectric_84,conventional_steam_coal_85,geothermal_86,hydroelectric_pumped_storage_87,natural_gas_fired_combined_cycle_88,natural_gas_fired_combined_cycle_89,natural_gas_fired_combustion_turbine_90,natural_gas_fired_combustion_turbine_91,natural_gas_fired_combustion_turbine_92,nuclear_93,onshore_wind_turbine_94,small_hydroelectric_95,solar_photovoltaic_96,biomass_97,geothermal_98,hydroelectric_pumped_storage_99,natural_gas_fired_combined_cycle_100,natural_gas_fired_combined_cycle_101,natural_gas_fired_combustion_turbine_102,natural_gas_fired_combustion_turbine_103,natural_gas_fired_combustion_turbine_104,onshore_wind_turbine_105,small_hydroelectric_106,solar_photovoltaic_107,biomass_108,conventional_hydroelectric_109,conventional_steam_coal_110,geothermal_111,hydroelectric_pumped_storage_112,natural_gas_fired_combined_cycle_113,natural_gas_fired_combined_cycle_114,natural_gas_fired_combined_cycle_115,natural_gas_fired_combined_cycle_116,natural_gas_fired_combustion_turbine_117,natural_gas_fired_combustion_turbine_118,natural_gas_fired_combustion_turbine_119,natural_gas_fired_combustion_turbine_120,natural_gas_fired_combustion_turbine_121,natural_gas_steam_turbine_122,natural_gas_steam_turbine_123,onshore_wind_turbine_124,small_hydroelectric_125,solar_photovoltaic_126,biomass_127,conventional_hydroelectric_128,conventional_steam_coal_129,geothermal_130,natural_gas_fired_combined_cycle_131,natural_gas_fired_combined_cycle_132,natural_gas_fired_combustion_turbine_133,natural_gas_fired_combustion_turbine_134,natural_gas_fired_combustion_turbine_135,onshore_wind_turbine_136,small_hydroelectric_137,solar_photovoltaic_138,conventional_hydroelectric_139,conventional_steam_coal_140,natural_gas_fired_combined_cycle_141,natural_gas_fired_combustion_turbine_142,natural_gas_fired_combustion_turbine_143,onshore_wind_turbine_144,small_hydroelectric_145
905,1,0.2922,1,1,1,1,1,1,1,0.1151,0.2922,0.5113,1,0.1611,1,1,1,1,1,1,1,1,0.3586,0.1611,0.5791,1,0.4183,1,1,1,0.309,0.4183,0.5957,1,0.2785,1,1,0.096,0.2785,1,1,1,1,1,1,1,1,1,1,0.4254,0.2432,0.6708,1,0.585,1,1,1,1,1,1,1,1,0.011429856,0.585,0.389796296,1,0.151792841,1,1,1,1,1,1,1,1,1,1,1,1,0.2228,0.151792841,0.2171,1,0.3998,1,1,1,1,1,1,1,1,1,0.2259,0.3998,0.3169,1,1,1,1,1,1,1,1,0.006352298,0.211539038,0.305077618,1,0.07344938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.117038628,0.07344938,0.276034093,1,0.2726,1,1,1,1,1,1,1,0.1229,0.2726,0.6026,0.14,1,1,1,1,0.0547,0.14
906,1,0.2922,1,1,1,1,1,1,1,0.0634,0.2922,0.5819,1,0.1609,1,1,1,1,1,1,1,1,0.2907,0.1609,0.5954,1,0.4184,1,1,1,0.3166,0.4184,0.6779,1,0.2785,1,1,0.1109,0.2785,1,1,1,1,1,1,1,1,1,1,0.3718,0.2432,0.738,1,0.5852,1,1,1,1,1,1,1,1,0.003093525,0.5852,0.477910663,1,0.151700053,1,1,1,1,1,1,1,1,1,1,1,1,0.1561,0.151700053,0.274,1,0.3997,1,1,1,1,1,1,1,1,1,0.1377,0.3997,0.396,1,1,1,1,1,1,1,1,0.002703106,0.211439038,0.34607185,1,0.073405871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185878383,0.073405871,0.363050698,1,0.2726,1,1,1,1,1,1,1,0.1015,0.2726,0.6872,0.1401,1,1,1,1,0.0473,0.1401
907,1,0.2922,1,1,1,1,1,1,1,0.0759,0.2922,0.6525,1,0.1607,1,1,1,1,1,1,1,1,0.267,0.1607,0.6116,1,0.4185,1,1,1,0.3142,0.4185,0.6747,1,0.2784,1,1,0.1124,0.2784,1,1,1,1,1,1,1,1,1,1,0.3275,0.2432,0.7428,1,0.5854,1,1,1,1,1,1,1,1,0,0.5854,0.452367596,1,0.151692841,1,1,1,1,1,1,1,1,1,1,1,1,0.3453,0.151692841,0.3416,1,0.3997,1,1,1,1,1,1,1,1,1,0.0938,0.3997,0.4045,1,1,1,1,1,1,1,1,0.013380373,0.211378289,0.347854026,1,0.073362361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.195581661,0.073362361,0.373410026,1,0.2726,1,1,1,1,1,1,1,0.0796,0.2726,0.7056,0.1402,1,1,1,1,0.0214,0.1402
908,1,0.2922,1,1,1,1,1,1,1,0.0379,0.2922,0.6185,1,0.1605,1,1,1,1,1,1,1,1,0.2408,0.1605,0.6004,1,0.4186,1,1,1,0.2919,0.4186,0.549,1,0.2783,1,1,0.1098,0.2783,1,1,1,1,1,1,1,1,1,1,0.255,0.2432,0.7035,1,0.5857,1,1,1,1,1,1,1,1,0,0.5857,0.471907652,1,0.151600053,1,1,1,1,1,1,1,1,1,1,1,1,0.1276,0.151600053,0.3384,1,0.3996,1,1,1,1,1,1,1,1,1,0.0732,0.3996,0.4575,1,1,1,1,1,1,1,1,0.053382443,0.211339038,0.409882345,1,0.073362361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28851785,0.073362361,0.397527771,1,0.2726,1,1,1,1,1,1,1,0.0543,0.2726,0.7097,0.1403,1,1,1,1,0.0174,0.1403
909,1,0.2921,1,1,1,1,1,1,1,0.0241,0.2921,0.4887,1,0.1602,1,1,1,1,1,1,1,1,0.1768,0.1602,0.6001,1,0.4187,1,1,1,0.2809,0.4187,0.5949,1,0.2782,1,1,0.0821,0.2782,1,1,1,1,1,1,1,1,1,1,0.2273,0.2431,0.6671,1,0.5859,1,1,1,1,1,1,1,1,0.00682554,0.5859,0.434054406,1,0.151500053,1,1,1,1,1,1,1,1,1,1,1,1,0.0257,0.151500053,0.3361,1,0.3996,1,1,1,1,1,1,1,1,1,0.0487,0.3996,0.4345,1,1,1,1,1,1,1,1,0.059303271,0.211239038,0.411354371,1,0.073318852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.311850842,0.073318852,0.356537966,1,0.2725,1,1,1,1,1,1,1,0.0413,0.2725,0.7251,0.1403,1,1,1,1,0.0239,0.1403
910,1,0.2921,1,1,1,1,1,1,1,0.0207,0.2921,0.4411,1,0.16,1,1,1,1,1,1,1,1,0.1531,0.16,0.5479,1,0.4188,1,1,1,0.2761,0.4188,0.5439,1,0.2781,1,1,0.0712,0.2781,1,1,1,1,1,1,1,1,1,1,0.1675,0.2431,0.5664,1,0.5861,1,1,1,1,1,1,1,1,0.02821223,0.5861,0.383840056,1,0.151500053,1,1,1,1,1,1,1,1,1,1,1,1,0.0553,0.151500053,0.2989,1,0.3995,1,1,1,1,1,1,1,1,1,0.0426,0.3995,0.3747,1,1,1,1,1,1,1,1,0.050123644,0.211139038,0.383062759,1,0.073275342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.334132359,0.073275342,0.329107206,1,0.2725,1,1,1,1,1,1,1,0.0907,0.2725,0.657,0.1404,1,1,1,1,0.0344,0.1404
911,1,0.2921,1,1,1,1,1,1,1,0.0108,0.2921,0.3135,1,0.1598,1,1,1,1,1,1,1,1,0.1147,0.1598,0.4041,1,0.4189,1,1,1,0.2622,0.4189,0.47,1,0.2781,1,1,0.0974,0.2781,1,1,1,1,1,1,1,1,1,1,0.1959,0.2431,0.4466,1,0.5863,1,1,1,1,1,1,1,1,0.041408273,0.5863,0.274021361,1,0.151407266,1,1,1,1,1,1,1,1,1,1,1,1,0.11,0.151407266,0.2512,1,0.3994,1,1,1,1,1,1,1,1,1,0.0282,0.3994,0.3208,1,1,1,1,1,1,1,1,0.003514037,0.211039038,0.264234964,1,0.073231833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.444548323,0.073231833,0.232008373,1,0.2725,1,1,1,1,1,1,1,0.1282,0.2725,0.5293,0.1405,1,1,1,1,0.0505,0.1405
912,1,0.2921,1,1,1,1,1,1,1,0.0602,0.2921,0.1444,1,0.1596,1,1,1,1,1,1,1,1,0.0578,0.1596,0.1573,1,0.419,1,1,1,0.255,0.419,0.2484,1,0.278,1,1,0.0926,0.278,1,1,1,1,1,1,1,1,1,1,0.1837,0.2431,0.204,1,0.5865,1,1,1,1,1,1,1,1,0,0.5865,0.154703341,1,0.151400053,1,1,1,1,1,1,1,1,1,1,1,1,0.0239,0.151400053,0.0925,1,0.3994,1,1,1,1,1,1,1,1,1,0.0282,0.3994,0.1568,1,1,1,1,1,1,1,1,0.005901781,0.211039038,0.092347203,1,0.073188323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.437293178,0.073188323,0.135948647,1,0.2725,1,1,1,1,1,1,1,0.1758,0.2725,0.2657,0.1405,1,1,1,1,0.0995,0.1405
913,1,0.2921,1,1,1,1,1,1,1,0.1426,0.2921,0,1,0.1594,1,1,1,1,1,1,1,1,0.0376,0.1594,0,1,0.4191,1,1,1,0.3406,0.4191,0,1,0.2779,1,1,0.1573,0.2779,1,1,1,1,1,1,1,1,1,1,0.228,0.2431,0,1,0.5867,1,1,1,1,1,1,1,1,0,0.5867,9.77E-05,1,0.151307266,1,1,1,1,1,1,1,1,1,1,1,1,0.0371,0.151307266,0.0073,1,0.3993,1,1,1,1,1,1,1,1,1,0.0531,0.3993,0,1,1,1,1,1,1,1,1,0.008469731,0.210939038,0,1,0.073144814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.493106067,0.073144814,0,1,0.2725,1,1,1,1,1,1,1,0.1522,0.2725,0,0.1406,1,1,1,1,0.1336,0.1406
914,1,0.2921,1,1,1,1,1,1,1,0.2056,0.2921,0,1,0.1592,1,1,1,1,1,1,1,1,0.0168,0.1592,0,1,0.4192,1,1,1,0.3234,0.4192,0,1,0.2778,1,1,0.1553,0.2778,1,1,1,1,1,1,1,1,1,1,0.1269,0.2431,0,1,0.5869,1,1,1,1,1,1,1,1,0.007446043,0.5869,0,1,0.151300053,1,1,1,1,1,1,1,1,1,1,1,1,0.1246,0.151300053,0,1,0.3993,1,1,1,1,1,1,1,1,1,0.0679,0.3993,0,1,1,1,1,1,1,1,1,0.016669151,0.210839038,0,1,0.073144814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.205486803,0.073144814,0,1,0.2725,1,1,1,1,1,1,1,0.195,0.2725,0,0.1407,1,1,1,1,0.1527,0.1407
915,1,0.2921,1,1,1,1,1,1,1,0.2439,0.2921,0,1,0.159,1,1,1,1,1,1,1,1,0.0109,0.159,0,1,0.4193,1,1,1,0.2625,0.4193,0,1,0.2777,1,1,0.159,0.2777,1,1,1,1,1,1,1,1,1,1,0.0773,0.2431,0,1,0.5872,1,1,1,1,1,1,1,1,0.016753597,0.5872,0,1,0.151207266,1,1,1,1,1,1,1,1,1,1,1,1,0.0013,0.151207266,0,1,0.3992,1,1,1,1,1,1,1,1,1,0.0462,0.3992,0,1,1,1,1,1,1,1,1,0.024524348,0.210739038,0,1,0.073101304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.250820964,0.073101304,0,1,0.2725,1,1,1,1,1,1,1,0.2028,0.2725,0,0.1408,1,1,1,1,0.1393,0.1408
916,1,0.2921,1,1,1,1,1,1,1,0.2301,0.2921,0,1,0.1588,1,1,1,1,1,1,1,1,0.0127,0.1588,0,1,0.4193,1,1,1,0.2812,0.4193,0,1,0.2777,1,1,0.1667,0.2777,1,1,1,1,1,1,1,1,1,1,0.0784,0.2431,0,1,0.5874,1,1,1,1,1,1,1,1,0.01352518,0.5874,0,1,0.151114478,1,1,1,1,1,1,1,1,1,1,1,1,0.0009,0.151114478,0,1,0.3992,1,1,1,1,1,1,1,1,1,0.028,0.3992,0,1,1,1,1,1,1,1,1,0.250247619,0.210739038,0,1,0.073057795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.391415268,0.073057795,0,1,0.2724,1,1,1,1,1,1,1,0.2323,0.2724,0,0.1408,1,1,1,1,0.1367,0.1408
917,1,0.292,1,1,1,1,1,1,1,0.2318,0.292,0,1,0.1586,1,1,1,1,1,1,1,1,0.0288,0.1586,0,1,0.4194,1,1,1,0.2989,0.4194,0,1,0.2776,1,1,0.1084,0.2776,1,1,1,1,1,1,1,1,1,1,0.0593,0.243,0,1,0.5876,1,1,1,1,1,1,1,1,0.011447842,0.5876,0,1,0.151107266,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.151107266,0,1,0.3991,1,1,1,1,1,1,1,1,1,0.027,0.3991,0,1,1,1,1,1,1,1,1,0.134991884,0.210639038,0,1,0.072957795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.407811108,0.072957795,0,1,0.2724,1,1,1,1,1,1,1,0.1972,0.2724,0,0.1409,1,1,1,1,0.1225,0.1409
918,1,0.292,1,1,1,1,1,1,1,0.2731,0.292,0,1,0.1584,1,1,1,1,1,1,1,1,0.1099,0.1584,0,1,0.4195,1,1,1,0.3017,0.4195,0,1,0.2775,1,1,0.1424,0.2775,1,1,1,1,1,1,1,1,1,1,0.0436,0.243,0,1,0.5878,1,1,1,1,1,1,1,1,0.009766187,0.5878,0,1,0.151014478,1,1,1,1,1,1,1,1,1,1,1,1,0.0013,0.151014478,0,1,0.3991,1,1,1,1,1,1,1,1,1,0.0241,0.3991,0,1,1,1,1,1,1,1,1,0.092943768,0.210539038,0,1,0.072914285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.225523731,0.072914285,0,1,0.2724,1,1,1,1,1,1,1,0.1678,0.2724,0,0.141,1,1,1,1,0.133,0.141
919,1,0.292,1,1,1,1,1,1,1,0.2368,0.292,0,1,0.1582,1,1,1,1,1,1,1,1,0.1691,0.1582,0,1,0.4196,1,1,1,0.3094,0.4196,0,1,0.2774,1,1,0.1335,0.2774,1,1,1,1,1,1,1,1,1,1,0.028,0.243,0,1,0.588,1,1,1,1,1,1,1,1,0.018816187,0.588,0,1,0.151007266,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.151007266,0,1,0.399,1,1,1,1,1,1,1,1,1,0.0208,0.399,0,1,1,1,1,1,1,1,1,0.091974203,0.210499788,0,1,0.072870776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.167459448,0.072870776,0,1,0.2724,1,1,1,1,1,1,1,0.1569,0.2724,0,0.141,1,1,1,1,0.1154,0.141
920,1,0.292,1,1,1,1,1,1,1,0.1619,0.292,0,1,0.158,1,1,1,1,1,1,1,1,0.1988,0.158,0,1,0.4197,1,1,1,0.198,0.4197,0,1,0.2773,1,1,0.1008,0.2773,1,1,1,1,1,1,1,1,1,1,0.0183,0.243,0,1,0.5882,1,1,1,1,1,1,1,1,0.024752158,0.5882,0,1,0.150914478,1,1,1,1,1,1,1,1,1,1,1,1,0.0004,0.150914478,0,1,0.399,1,1,1,1,1,1,1,1,1,0.0125,0.399,0,1,1,1,1,1,1,1,1,0.158993954,0.210439038,0,1,0.072870776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.266222892,0.072870776,0,1,0.2724,1,1,1,1,1,1,1,0.1249,0.2724,0,0.1411,1,1,1,1,0.1336,0.1411
921,1,0.292,1,1,1,1,1,1,1,0.2115,0.292,0,1,0.1578,1,1,1,1,1,1,1,1,0.319,0.1578,0,1,0.4198,1,1,1,0.2313,0.4198,0,1,0.2773,1,1,0.108,0.2773,1,1,1,1,1,1,1,1,1,1,0.019,0.243,0,1,0.5884,1,1,1,1,1,1,1,1,0,0.5884,0,1,0.150914478,1,1,1,1,1,1,1,1,1,1,1,1,0.0047,0.150914478,0,1,0.3989,1,1,1,1,1,1,1,1,1,0.0081,0.3989,0,1,1,1,1,1,1,1,1,0.130475238,0.210339038,0,1,0.072827266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.261082564,0.072827266,0,1,0.2724,1,1,1,1,1,1,1,0.0758,0.2724,0,0.1412,1,1,1,1,0.1435,0.1412
922,1,0.292,1,1,1,1,1,1,1,0.1861,0.292,0,1,0.1576,1,1,1,1,1,1,1,1,0.4629,0.1576,0,1,0.4199,1,1,1,0.2201,0.4199,0,1,0.2772,1,1,0.0961,0.2772,1,1,1,1,1,1,1,1,1,1,0.0165,0.243,0,1,0.5887,1,1,1,1,1,1,1,1,0.016108273,0.5887,0,1,0.150814478,1,1,1,1,1,1,1,1,1,1,1,1,0.0113,0.150814478,0,1,0.3989,1,1,1,1,1,1,1,1,1,0.0096,0.3989,0,1,1,1,1,1,1,1,1,0.088024306,0.210239038,0,1,0.072783757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.263399346,0.072783757,0,1,0.2724,1,1,1,1,1,1,1,0.0676,0.2724,0,0.1412,1,1,1,1,0.2044,0.1412
923,1,0.292,1,1,1,1,1,1,1,0.2169,0.292,0,1,0.1573,1,1,1,1,1,1,1,1,0.4368,0.1573,0,1,0.42,1,1,1,0.1455,0.42,0,1,0.2771,1,1,0.1249,0.2771,1,1,1,1,1,1,1,1,1,1,0.0191,0.243,0,1,0.5889,1,1,1,1,1,1,1,1,0.027718705,0.5889,0,1,0.150721691,1,1,1,1,1,1,1,1,1,1,1,1,0.0007,0.150721691,0,1,0.3988,1,1,1,1,1,1,1,1,1,0.0101,0.3988,0,1,1,1,1,1,1,1,1,0.026754783,0.210199788,0,1,0.072740247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168417542,0.072740247,0,1,0.2723,1,1,1,1,1,1,1,0.0741,0.2723,0,0.1413,1,1,1,1,0.2724,0.1413
924,1,0.2919,1,1,1,1,1,1,1,0.2998,0.2919,0,1,0.1571,1,1,1,1,1,1,1,1,0.4825,0.1571,0,1,0.4201,1,1,1,0.0852,0.4201,0,1,0.277,1,1,0.1235,0.277,1,1,1,1,1,1,1,1,1,1,0.0374,0.2429,0,1,0.5891,1,1,1,1,1,1,1,1,0.02778777,0.5891,0,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.0018,0.150714478,0,1,0.3987,1,1,1,1,1,1,1,1,1,0.004,0.3987,0,1,1,1,1,1,1,1,1,0.08504,0.210139038,0,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14408539,0.072696738,0,1,0.2723,1,1,1,1,1,1,1,0.0548,0.2723,0,0.1414,1,1,1,1,0.2419,0.1414
925,1,0.2919,1,1,1,1,1,1,1,0.168,0.2919,0,1,0.1571,1,1,1,1,1,1,1,1,0.4107,0.1571,0,1,0.4201,1,1,1,0.1125,0.4201,0,1,0.277,1,1,0.1212,0.277,1,1,1,1,1,1,1,1,1,1,0.0334,0.2429,0,1,0.5891,1,1,1,1,1,1,1,1,0.02977518,0.5891,0,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.0041,0.150714478,0,1,0.3987,1,1,1,1,1,1,1,1,1,0.0049,0.3987,0,1,1,1,1,1,1,1,1,0.12382824,0.210139038,0,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.107605329,0.072696738,0,1,0.2723,1,1,1,1,1,1,1,0.0336,0.2723,0,0.1414,1,1,1,1,0.2731,0.1414
926,1,0.2919,1,1,1,1,1,1,1,0.1429,0.2919,0,1,0.1571,1,1,1,1,1,1,1,1,0.3624,0.1571,0,1,0.4201,1,1,1,0.1193,0.4201,0,1,0.277,1,1,0.189,0.277,1,1,1,1,1,1,1,1,1,1,0.0166,0.2429,0.0449,1,0.5891,1,1,1,1,1,1,1,1,0.04301259,0.5891,0,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.150714478,0,1,0.3987,1,1,1,1,1,1,1,1,1,0.0058,0.3987,0,1,1,1,1,1,1,1,1,0.076828075,0.210139038,0,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151343218,0.072696738,0,1,0.2723,1,1,1,1,1,1,1,0.0314,0.2723,0,0.1414,1,1,1,1,0.2964,0.1414
927,1,0.2919,1,1,1,1,1,1,1,0.1503,0.2919,0.093,1,0.1571,1,1,1,1,1,1,1,1,0.313,0.1571,0.1845,1,0.4201,1,1,1,0.127,0.4201,0,1,0.277,1,1,0.2794,0.277,1,1,1,1,1,1,1,1,1,1,0.0321,0.2429,0.3272,1,0.5891,1,1,1,1,1,1,1,1,0.058552158,0.5891,0.096556899,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.0072,0.150714478,0,1,0.3987,1,1,1,1,1,1,1,1,1,0.0148,0.3987,0,1,1,1,1,1,1,1,1,0.039635859,0.210139038,0.075533393,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.50855277,0.072696738,0.057174111,1,0.2723,1,1,1,1,1,1,1,0.0037,0.2723,0.1082,0.1414,1,1,1,1,0.3145,0.1414
928,1,0.2919,1,1,1,1,1,1,1,0.0807,0.2919,0.2895,1,0.1571,1,1,1,1,1,1,1,1,0.2331,0.1571,0.3711,1,0.4201,1,1,1,0.1454,0.4201,0.1861,1,0.277,1,1,0.2913,0.277,1,1,1,1,1,1,1,1,1,1,0.0458,0.2429,0.51,1,0.5891,1,1,1,1,1,1,1,1,0.035579137,0.5891,0.368596764,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.0031,0.150714478,0.3153,1,0.3987,1,1,1,1,1,1,1,1,1,0.025,0.3987,0.0192,1,1,1,1,1,1,1,1,0.047060248,0.210139038,0.304201753,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.649578223,0.072696738,0.371398576,1,0.2723,1,1,1,1,1,1,1,0.0195,0.2723,0.2942,0.1414,1,1,1,1,0.2994,0.1414
929,1,0.2919,1,1,1,1,1,1,1,0.0226,0.2919,0.4735,1,0.1571,1,1,1,1,1,1,1,1,0.1361,0.1571,0.465,1,0.4201,1,1,1,0.0652,0.4201,0.3947,1,0.277,1,1,0.2912,0.277,1,1,1,1,1,1,1,1,1,1,0.0276,0.2429,0.61,1,0.5891,1,1,1,1,1,1,1,1,0.028223741,0.5891,0.548351187,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0,0.150714478,0.5511,1,0.3987,1,1,1,1,1,1,1,1,1,0.0368,0.3987,0.1104,1,1,1,1,1,1,1,1,0.162774451,0.210139038,0.498645107,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272651416,0.072696738,0.565655853,1,0.2723,1,1,1,1,1,1,1,0.0137,0.2723,0.4229,0.1414,1,1,1,1,0.2737,0.1414
930,1,0.2919,1,1,1,1,1,1,1,0.0314,0.2919,0.5429,1,0.1571,1,1,1,1,1,1,1,1,0.0718,0.1571,0.5171,1,0.4201,1,1,1,0.0648,0.4201,0.4624,1,0.277,1,1,0.2338,0.277,1,1,1,1,1,1,1,1,1,1,0.0821,0.2429,0.6859,1,0.5891,1,1,1,1,1,1,1,1,0,0.5891,0.650419129,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0,0.150714478,0.6717,1,0.3987,1,1,1,1,1,1,1,1,1,0.0201,0.3987,0.2318,1,1,1,1,1,1,1,1,0.134421739,0.210139038,0.585606295,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.126172029,0.072696738,0.67893153,1,0.2723,1,1,1,1,1,1,1,0.0006,0.2723,0.4739,0.1414,1,1,1,1,0.2811,0.1414
931,1,0.2919,1,1,1,1,1,1,1,0.0307,0.2919,0.5686,1,0.1571,1,1,1,1,1,1,1,1,0.0579,0.1571,0.5734,1,0.4201,1,1,1,0.0585,0.4201,0.5643,1,0.277,1,1,0.1903,0.277,1,1,1,1,1,1,1,1,1,1,0.106,0.2429,0.7346,1,0.5891,1,1,1,1,1,1,1,1,0,0.5891,0.697296262,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.150714478,0.726,1,0.3987,1,1,1,1,1,1,1,1,1,0.0136,0.3987,0.2451,1,1,1,1,1,1,1,1,0.15136207,0.210139038,0.629262068,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019529241,0.072696738,0.734059072,1,0.2723,1,1,1,1,1,1,1,0,0.2723,0.4902,0.1414,1,1,1,1,0.2821,0.1414
932,1,0.2919,1,1,1,1,1,1,1,0.0459,0.2919,0.5391,1,0.1571,1,1,1,1,1,1,1,1,0.0481,0.1571,0.5263,1,0.4201,1,1,1,0.0216,0.4201,0.5471,1,0.277,1,1,0.2362,0.277,1,1,1,1,1,1,1,1,1,1,0.0883,0.2429,0.7501,1,0.5891,1,1,1,1,1,1,1,1,0,0.5891,0.693628164,1,0.150714478,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.150714478,0.7404,1,0.3987,1,1,1,1,1,1,1,1,1,0.012,0.3987,0.288,1,1,1,1,1,1,1,1,0.117910642,0.210139038,0.710559966,1,0.072696738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042352765,0.072696738,0.751827798,1,0.2723,1,1,1,1,1,1,1,0,0.2723,0.4638,0.1414,1,1,1,1,0.3015,0.1414
