Hour_0,biomass_1,conventional_hydroelectric_2,conventional_steam_coal_3,hydroelectric_pumped_storage_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,nuclear_9,onshore_wind_turbine_10,small_hydroelectric_11,solar_photovoltaic_12,biomass_13,conventional_hydroelectric_14,conventional_steam_coal_15,hydroelectric_pumped_storage_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combustion_turbine_19,natural_gas_fired_combustion_turbine_20,natural_gas_steam_turbine_21,natural_gas_steam_turbine_22,onshore_wind_turbine_23,small_hydroelectric_24,solar_photovoltaic_25,biomass_26,conventional_hydroelectric_27,geothermal_28,natural_gas_fired_combined_cycle_29,natural_gas_fired_combustion_turbine_30,onshore_wind_turbine_31,small_hydroelectric_32,solar_photovoltaic_33,biomass_34,conventional_hydroelectric_35,conventional_steam_coal_36,natural_gas_fired_combustion_turbine_37,onshore_wind_turbine_38,small_hydroelectric_39,biomass_40,conventional_steam_coal_41,geothermal_42,natural_gas_fired_combined_cycle_43,natural_gas_fired_combined_cycle_44,natural_gas_fired_combined_cycle_45,natural_gas_fired_combustion_turbine_46,natural_gas_fired_combustion_turbine_47,natural_gas_steam_turbine_48,natural_gas_steam_turbine_49,onshore_wind_turbine_50,small_hydroelectric_51,solar_photovoltaic_52,biomass_53,conventional_hydroelectric_54,conventional_steam_coal_55,geothermal_56,natural_gas_fired_combined_cycle_57,natural_gas_fired_combined_cycle_58,natural_gas_fired_combined_cycle_59,natural_gas_fired_combustion_turbine_60,natural_gas_fired_combustion_turbine_61,natural_gas_steam_turbine_62,onshore_wind_turbine_63,small_hydroelectric_64,solar_photovoltaic_65,biomass_66,conventional_hydroelectric_67,geothermal_68,hydroelectric_pumped_storage_69,natural_gas_fired_combined_cycle_70,natural_gas_fired_combined_cycle_71,natural_gas_fired_combined_cycle_72,natural_gas_fired_combined_cycle_73,natural_gas_fired_combustion_turbine_74,natural_gas_fired_combustion_turbine_75,natural_gas_fired_combustion_turbine_76,natural_gas_fired_combustion_turbine_77,natural_gas_fired_combustion_turbine_78,nuclear_79,onshore_wind_turbine_80,small_hydroelectric_81,solar_photovoltaic_82,biomass_83,conventional_hydroelectric_84,conventional_steam_coal_85,geothermal_86,hydroelectric_pumped_storage_87,natural_gas_fired_combined_cycle_88,natural_gas_fired_combined_cycle_89,natural_gas_fired_combustion_turbine_90,natural_gas_fired_combustion_turbine_91,natural_gas_fired_combustion_turbine_92,nuclear_93,onshore_wind_turbine_94,small_hydroelectric_95,solar_photovoltaic_96,biomass_97,geothermal_98,hydroelectric_pumped_storage_99,natural_gas_fired_combined_cycle_100,natural_gas_fired_combined_cycle_101,natural_gas_fired_combustion_turbine_102,natural_gas_fired_combustion_turbine_103,natural_gas_fired_combustion_turbine_104,onshore_wind_turbine_105,small_hydroelectric_106,solar_photovoltaic_107,biomass_108,conventional_hydroelectric_109,conventional_steam_coal_110,geothermal_111,hydroelectric_pumped_storage_112,natural_gas_fired_combined_cycle_113,natural_gas_fired_combined_cycle_114,natural_gas_fired_combined_cycle_115,natural_gas_fired_combined_cycle_116,natural_gas_fired_combustion_turbine_117,natural_gas_fired_combustion_turbine_118,natural_gas_fired_combustion_turbine_119,natural_gas_fired_combustion_turbine_120,natural_gas_fired_combustion_turbine_121,natural_gas_steam_turbine_122,natural_gas_steam_turbine_123,onshore_wind_turbine_124,small_hydroelectric_125,solar_photovoltaic_126,biomass_127,conventional_hydroelectric_128,conventional_steam_coal_129,geothermal_130,natural_gas_fired_combined_cycle_131,natural_gas_fired_combined_cycle_132,natural_gas_fired_combustion_turbine_133,natural_gas_fired_combustion_turbine_134,natural_gas_fired_combustion_turbine_135,onshore_wind_turbine_136,small_hydroelectric_137,solar_photovoltaic_138,conventional_hydroelectric_139,conventional_steam_coal_140,natural_gas_fired_combined_cycle_141,natural_gas_fired_combustion_turbine_142,natural_gas_fired_combustion_turbine_143,onshore_wind_turbine_144,small_hydroelectric_145
6769,1,0.1717,1,1,1,1,1,1,1,0.0899,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.0776,0.3724,0,1,0.2448,1,1,1,0.0688,0.2448,0,1,0.2271,1,1,0.0576,0.2271,1,1,1,1,1,1,1,1,1,1,0.0643,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.21472446,0.3338,0.009768651,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.085,0.242717347,0.1662,1,0.2852,1,1,1,1,1,1,1,1,1,0.0284,0.2852,0.1637,1,1,1,1,1,1,1,1,0.524927536,0.33491181,0.00524511,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.169382989,0.115489926,0.031216747,1,0.1886,1,1,1,1,1,1,1,0.2105,0.1886,0,0.0903,1,1,1,1,0.0418,0.0903
6770,1,0.1717,1,1,1,1,1,1,1,0.1673,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.0222,0.3724,0,1,0.2448,1,1,1,0.0718,0.2448,0,1,0.2271,1,1,0.0732,0.2271,1,1,1,1,1,1,1,1,1,1,0.0921,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.111102878,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1828,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0928,0.2852,0,1,1,1,1,1,1,1,1,0.658070269,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251628646,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1261,0.1886,0,0.0903,1,1,1,1,0.0309,0.0903
6771,1,0.1717,1,1,1,1,1,1,1,0.2782,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.0241,0.3724,0,1,0.2448,1,1,1,0.0711,0.2448,0,1,0.2271,1,1,0.1728,0.2271,1,1,1,1,1,1,1,1,1,1,0.2112,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.118555036,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1739,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0329,0.2852,0,1,1,1,1,1,1,1,1,0.652462277,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.294057212,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1298,0.1886,0,0.0903,1,1,1,1,0.0452,0.0903
6772,1,0.1717,1,1,1,1,1,1,1,0.2272,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.0407,0.3724,0,1,0.2448,1,1,1,0.0633,0.2448,0,1,0.2271,1,1,0.2514,0.2271,1,1,1,1,1,1,1,1,1,1,0.3659,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.243745324,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0761,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0124,0.2852,0,1,1,1,1,1,1,1,1,0.717041532,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.336468422,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1184,0.1886,0,0.0903,1,1,1,1,0.0935,0.0903
6773,1,0.1717,1,1,1,1,1,1,1,0.1898,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.0543,0.3724,0,1,0.2448,1,1,1,0.0348,0.2448,0,1,0.2271,1,1,0.2059,0.2271,1,1,1,1,1,1,1,1,1,1,0.4583,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.286494604,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1582,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0298,0.2852,0,1,1,1,1,1,1,1,1,0.708349648,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.591462461,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1086,0.1886,0,0.0903,1,1,1,1,0.1578,0.0903
6774,1,0.1717,1,1,1,1,1,1,1,0.2299,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.1667,0.3724,0,1,0.2448,1,1,1,0.0253,0.2448,0,1,0.2271,1,1,0.2217,0.2271,1,1,1,1,1,1,1,1,1,1,0.5936,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.424785612,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2212,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.023,0.2852,0,1,1,1,1,1,1,1,1,0.696283892,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.718917585,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.0655,0.1886,0,0.0903,1,1,1,1,0.1361,0.0903
6775,1,0.1717,1,1,1,1,1,1,1,0.1637,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.1986,0.3724,0,1,0.2448,1,1,1,0.0189,0.2448,0,1,0.2271,1,1,0.2707,0.2271,1,1,1,1,1,1,1,1,1,1,0.5696,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.294738129,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1593,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0142,0.2852,0,1,1,1,1,1,1,1,1,0.721175362,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.726850454,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.0993,0.1886,0,0.0903,1,1,1,1,0.1173,0.0903
6776,1,0.1717,1,1,1,1,1,1,1,0.0764,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.2815,0.3724,0,1,0.2448,1,1,1,0.0227,0.2448,0,1,0.2271,1,1,0.4403,0.2271,1,1,1,1,1,1,1,1,1,1,0.6183,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.13462554,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1765,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.008,0.2852,0,1,1,1,1,1,1,1,1,0.701354203,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599013712,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1555,0.1886,0,0.0903,1,1,1,1,0.1175,0.0903
6777,1,0.1717,1,1,1,1,1,1,1,0.0729,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.3559,0.3724,0,1,0.2448,1,1,1,0.0428,0.2448,0,1,0.2271,1,1,0.6,0.2271,1,1,1,1,1,1,1,1,1,1,0.6268,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.025476619,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2806,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0029,0.2852,0,1,1,1,1,1,1,1,1,0.696842236,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.575434675,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1626,0.1886,0,0.0903,1,1,1,1,0.1272,0.0903
6778,1,0.1717,1,1,1,1,1,1,1,0.0502,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.3707,0.3724,0,1,0.2448,1,1,1,0.0591,0.2448,0,1,0.2271,1,1,0.7026,0.2271,1,1,1,1,1,1,1,1,1,1,0.4371,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.052523381,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2578,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0126,0.2852,0,1,1,1,1,1,1,1,1,0.730953954,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.528878834,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1796,0.1886,0,0.0903,1,1,1,1,0.2204,0.0903
6779,1,0.1717,1,1,1,1,1,1,1,0.0652,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.3138,0.3724,0,1,0.2448,1,1,1,0.0958,0.2448,0,1,0.2271,1,1,0.7616,0.2271,1,1,1,1,1,1,1,1,1,1,0.3764,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.158935612,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2153,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0225,0.2852,0,1,1,1,1,1,1,1,1,0.744557516,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.574244881,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1647,0.1886,0,0.0903,1,1,1,1,0.1988,0.0903
6780,1,0.1717,1,1,1,1,1,1,1,0.0359,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.3376,0.3724,0,1,0.2448,1,1,1,0.1162,0.2448,0,1,0.2271,1,1,0.6608,0.2271,1,1,1,1,1,1,1,1,1,1,0.2142,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.210155036,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1842,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0347,0.2852,0,1,1,1,1,1,1,1,1,0.746604928,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.401835249,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1285,0.1886,0,0.0903,1,1,1,1,0.1239,0.0903
6781,1,0.1717,1,1,1,1,1,1,1,0.0217,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.1316,0.3724,0.0002,1,0.2448,1,1,1,0.0249,0.2448,0,1,0.2271,1,1,0.2467,0.2271,1,1,1,1,1,1,1,1,1,1,0.0808,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.076397482,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.017,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.0495,0.2852,0,1,1,1,1,1,1,1,1,0.496434203,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.119764161,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1088,0.1886,0,0.0903,1,1,1,1,0.0171,0.0903
6782,1,0.1717,1,1,1,1,1,1,1,0.0599,0.1717,0.1339,1,0.3724,1,1,1,1,1,1,1,1,0.4878,0.3724,0.2533,1,0.2448,1,1,1,0.1635,0.2448,0.0001,1,0.2271,1,1,0.7021,0.2271,1,1,1,1,1,1,1,1,1,1,0.0685,0.1683,0.3175,1,0.3338,1,1,1,1,1,1,1,1,0.165597482,0.3338,0.01812754,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1672,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.3956,0.2852,0,1,1,1,1,1,1,1,1,0.666139172,0.33491181,0.003169406,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.226567625,0.115489926,0.000524067,1,0.1886,1,1,1,1,1,1,1,0.093,0.1886,0.0713,0.0903,1,1,1,1,0.2095,0.0903
6783,1,0.1717,1,1,1,1,1,1,1,0.0627,0.1717,0.388,1,0.3724,1,1,1,1,1,1,1,1,0.391,0.3724,0.4218,1,0.2448,1,1,1,0.1847,0.2448,0.403,1,0.2271,1,1,0.6841,0.2271,1,1,1,1,1,1,1,1,1,1,0.0312,0.1683,0.4994,1,0.3338,1,1,1,1,1,1,1,1,0.137344964,0.3338,0.24974942,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2481,0.242717347,0.2427,1,0.2852,1,1,1,1,1,1,1,1,1,0.4071,0.2852,0.2529,1,1,1,1,1,1,1,1,0.654489027,0.33491181,0.304157865,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19347867,0.115489926,0.334699089,1,0.1886,1,1,1,1,1,1,1,0.0835,0.1886,0.2997,0.0903,1,1,1,1,0.2109,0.0903
6784,1,0.1717,1,1,1,1,1,1,1,0.0154,0.1717,0.5655,1,0.3724,1,1,1,1,1,1,1,1,0.5078,0.3724,0.5595,1,0.2448,1,1,1,0.1268,0.2448,0.591,1,0.2271,1,1,0.5414,0.2271,1,1,1,1,1,1,1,1,1,1,0.0215,0.1683,0.6233,1,0.3338,1,1,1,1,1,1,1,1,0.163821223,0.3338,0.438956275,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1315,0.242717347,0.4541,1,0.2852,1,1,1,1,1,1,1,1,1,0.3852,0.2852,0.4878,1,1,1,1,1,1,1,1,0.477633209,0.33491181,0.484926221,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.078213792,0.115489926,0.542509001,1,0.1886,1,1,1,1,1,1,1,0.0506,0.1886,0.512,0.0903,1,1,1,1,0.1912,0.0903
6785,1,0.1717,1,1,1,1,1,1,1,0.088,0.1717,0.6671,1,0.3724,1,1,1,1,1,1,1,1,0.453,0.3724,0.6072,1,0.2448,1,1,1,0.0291,0.2448,0.6888,1,0.2271,1,1,0.5427,0.2271,1,1,1,1,1,1,1,1,1,1,0.0307,0.1683,0.6613,1,0.3338,1,1,1,1,1,1,1,1,0.135694964,0.3338,0.542754786,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0446,0.242717347,0.6194,1,0.2852,1,1,1,1,1,1,1,1,1,0.2124,0.2852,0.6288,1,1,1,1,1,1,1,1,0.252439006,0.33491181,0.613314331,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036471885,0.115489926,0.667824836,1,0.1886,1,1,1,1,1,1,1,0.0516,0.1886,0.6184,0.0903,1,1,1,1,0.2316,0.0903
6786,1,0.1717,1,1,1,1,1,1,1,0.1402,0.1717,0.6999,1,0.3724,1,1,1,1,1,1,1,1,0.3862,0.3724,0.6124,1,0.2448,1,1,1,0.006,0.2448,0.7221,1,0.2271,1,1,0.535,0.2271,1,1,1,1,1,1,1,1,1,1,0.0417,0.1683,0.691,1,0.3338,1,1,1,1,1,1,1,1,0.054239928,0.3338,0.529729772,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0013,0.242717347,0.6574,1,0.2852,1,1,1,1,1,1,1,1,1,0.0936,0.2852,0.6954,1,1,1,1,1,1,1,1,0.069424017,0.33491181,0.634533214,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014478893,0.115489926,0.720021874,1,0.1886,1,1,1,1,1,1,1,0.0464,0.1886,0.6842,0.0903,1,1,1,1,0.3767,0.0903
6787,1,0.1717,1,1,1,1,1,1,1,0.2168,0.1717,0.7114,1,0.3724,1,1,1,1,1,1,1,1,0.3837,0.3724,0.5759,1,0.2448,1,1,1,0.0046,0.2448,0.7349,1,0.2271,1,1,0.4893,0.2271,1,1,1,1,1,1,1,1,1,1,0.0588,0.1683,0.7027,1,0.3338,1,1,1,1,1,1,1,1,0.027994604,0.3338,0.545447636,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0068,0.242717347,0.6772,1,0.2852,1,1,1,1,1,1,1,1,1,0.0501,0.2852,0.7238,1,1,1,1,1,1,1,1,0.09163528,0.33491181,0.656254893,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014633831,0.115489926,0.714447736,1,0.1886,1,1,1,1,1,1,1,0.0628,0.1886,0.702,0.0903,1,1,1,1,0.4094,0.0903
6788,1,0.1717,1,1,1,1,1,1,1,0.3102,0.1717,0.7118,1,0.3724,1,1,1,1,1,1,1,1,0.3415,0.3724,0.6784,1,0.2448,1,1,1,0.0443,0.2448,0.7274,1,0.2271,1,1,0.4208,0.2271,1,1,1,1,1,1,1,1,1,1,0.1056,0.1683,0.7186,1,0.3338,1,1,1,1,1,1,1,1,0.040080935,0.3338,0.54973294,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0018,0.242717347,0.6835,1,0.2852,1,1,1,1,1,1,1,1,1,0.0272,0.2852,0.7309,1,1,1,1,1,1,1,1,0.176869068,0.33491181,0.665736362,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.089580572,0.115489926,0.717169611,1,0.1886,1,1,1,1,1,1,1,0.1653,0.1886,0.6708,0.0903,1,1,1,1,0.3722,0.0903
6789,1,0.1717,1,1,1,1,1,1,1,0.1738,0.1717,0.3812,1,0.3724,1,1,1,1,1,1,1,1,0.4445,0.3724,0.5814,1,0.2448,1,1,1,0.0303,0.2448,0.3857,1,0.2271,1,1,0.3595,0.2271,1,1,1,1,1,1,1,1,1,1,0.15,0.1683,0.7019,1,0.3338,1,1,1,1,1,1,1,1,0.039271583,0.3338,0.407311338,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0042,0.242717347,0.3609,1,0.2852,1,1,1,1,1,1,1,1,1,0.0376,0.2852,0.3311,1,1,1,1,1,1,1,1,0.31888294,0.33491181,0.297806123,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.187716145,0.115489926,0.370649558,1,0.1886,1,1,1,1,1,1,1,0.2669,0.1886,0.5402,0.0903,1,1,1,1,0.3694,0.0903
6790,1,0.1717,1,1,1,1,1,1,1,0.2011,0.1717,0.6329,1,0.3724,1,1,1,1,1,1,1,1,0.4333,0.3724,0.4947,1,0.2448,1,1,1,0.0764,0.2448,0.6178,1,0.2271,1,1,0.3794,0.2271,1,1,1,1,1,1,1,1,1,1,0.2797,0.1683,0.6101,1,0.3338,1,1,1,1,1,1,1,1,0.051429856,0.3338,0.49151357,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0094,0.242717347,0.6391,1,0.2852,1,1,1,1,1,1,1,1,1,0.1383,0.2852,0.6896,1,1,1,1,1,1,1,1,0.262454948,0.33491181,0.546743536,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.134861473,0.115489926,0.690956366,1,0.1886,1,1,1,1,1,1,1,0.2895,0.1886,0.5284,0.0903,1,1,1,1,0.4,0.0903
6791,1,0.1717,1,1,1,1,1,1,1,0.418,0.1717,0.4936,1,0.3724,1,1,1,1,1,1,1,1,0.4007,0.3724,0.3687,1,0.2448,1,1,1,0.1079,0.2448,0.5809,1,0.2271,1,1,0.5199,0.2271,1,1,1,1,1,1,1,1,1,1,0.4276,0.1683,0.439,1,0.3338,1,1,1,1,1,1,1,1,0.039964029,0.3338,0.359251981,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.0354,0.242717347,0.5245,1,0.2852,1,1,1,1,1,1,1,1,1,0.1783,0.2852,0.5945,1,1,1,1,1,1,1,1,0.375502609,0.33491181,0.432778852,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.081425857,0.115489926,0.589204244,1,0.1886,1,1,1,1,1,1,1,0.3143,0.1886,0.369,0.0903,1,1,1,1,0.3163,0.0903
6792,1,0.1717,1,1,1,1,1,1,1,0.4919,0.1717,0.2852,1,0.3724,1,1,1,1,1,1,1,1,0.4593,0.3724,0.1621,1,0.2448,1,1,1,0.0861,0.2448,0.3925,1,0.2271,1,1,0.6823,0.2271,1,1,1,1,1,1,1,1,1,1,0.2262,0.1683,0.1891,1,0.3338,1,1,1,1,1,1,1,1,0.287807194,0.3338,0.192092884,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1305,0.242717347,0.39,1,0.2852,1,1,1,1,1,1,1,1,1,0.2694,0.2852,0.4268,1,1,1,1,1,1,1,1,0.65746472,0.33491181,0.277972032,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.123724258,0.115489926,0.410021874,1,0.1886,1,1,1,1,1,1,1,0.2173,0.1886,0.2155,0.0903,1,1,1,1,0.2057,0.0903
6793,1,0.1717,1,1,1,1,1,1,1,0.4799,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.334,0.3724,0,1,0.2448,1,1,1,0.0822,0.2448,0,1,0.2271,1,1,0.7291,0.2271,1,1,1,1,1,1,1,1,1,1,0.2236,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.376607554,0.3338,0.010044278,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2559,0.242717347,0.1396,1,0.2852,1,1,1,1,1,1,1,1,1,0.2808,0.2852,0.1478,1,1,1,1,1,1,1,1,0.61638588,0.33491181,0.001893884,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121554997,0.115489926,0.134068214,1,0.1886,1,1,1,1,1,1,1,0.177,0.1886,0,0.0903,1,1,1,1,0.1343,0.0903
6794,1,0.1717,1,1,1,1,1,1,1,0.2895,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.457,0.3724,0,1,0.2448,1,1,1,0.1668,0.2448,0,1,0.2271,1,1,0.6888,0.2271,1,1,1,1,1,1,1,1,1,1,0.3358,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.294005396,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.1554,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.2984,0.2852,0,1,1,1,1,1,1,1,1,0.739748944,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.273277172,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.108,0.1886,0,0.0903,1,1,1,1,0.1487,0.0903
6795,1,0.1717,1,1,1,1,1,1,1,0.26,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.5502,0.3724,0,1,0.2448,1,1,1,0.1012,0.2448,0,1,0.2271,1,1,0.535,0.2271,1,1,1,1,1,1,1,1,1,1,0.428,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.498898201,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2437,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.3059,0.2852,0,1,1,1,1,1,1,1,1,0.701815362,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.271243771,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1374,0.1886,0,0.0903,1,1,1,1,0.1481,0.0903
6796,1,0.1717,1,1,1,1,1,1,1,0.2387,0.1717,0,1,0.3724,1,1,1,1,1,1,1,1,0.4563,0.3724,0,1,0.2448,1,1,1,0.0485,0.2448,0,1,0.2271,1,1,0.4377,0.2271,1,1,1,1,1,1,1,1,1,1,0.3802,0.1683,0,1,0.3338,1,1,1,1,1,1,1,1,0.645920144,0.3338,0,1,0.242717347,1,1,1,1,1,1,1,1,1,1,1,1,0.2522,0.242717347,0,1,0.2852,1,1,1,1,1,1,1,1,1,0.2698,0.2852,0,1,1,1,1,1,1,1,1,0.700982567,0.33491181,0,1,0.115489926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.293314817,0.115489926,0,1,0.1886,1,1,1,1,1,1,1,0.1734,0.1886,0,0.0903,1,1,1,1,0.1502,0.0903
